,University,Website
5171,Universidad Columbia del Paraguay,www.columbia.edu.py
5172,Universidad Complutense de Madrid,www.ucm.es
5173,Universidad Comunera,www.ucom.edu.py
5174,Universidad Cooperativa de Colombia,www.ucc.edu.co
5175,Universidad Cristiana de las Asambleas de Dios,www.ucad.edu.sv
5176,Universidad Cristóbal Colón,www.ver.ucc.mx
5177,Universidad Cuauhtémoc,www.cuauhtemoc.edu.mx
5178,Universidad de Aconcagua,www.uaconcagua.cl
5179,Universidad de Alcalá de Henares,www.uah.es
5180,Universidad de Alicante,www.ua.es
5181,Universidad de Almería,www.ualm.es
5182,Universidad de América Bogotá,www.uamerica.edu.co
5183,Universidad de Antioquia,www.udea.edu.co
5185,Universidad de Antofagasta,www.uantof.cl
5186,Universidad de Aquino Bolivia,www.udabol.edu.bo
5187,"Universidad de Artes, Ciencias y Comunicación",www.uniacc.cl
5188,Universidad de Atacama,www.uda.cl
5189,Universidad de Belgrano,www.ub.edu.ar
5190,"Universidad de Bogotá ""Jorge Tadeo Lozano""",www.utadeo.edu.co
5191,Universidad de Bologna - Representación en Buenos Aires,www.unibo.edu.ar
5192,Universidad de Buenos Aires,www.uba.ar
5193,Universidad de Burgos,www.ubu.es
5194,Universidad de Cádiz,www.uca.es
5195,Universidad de Caldas,www.ucaldas.edu.co
5196,Universidad de Camagüey,www.reduc.edu.cu
5197,Universidad de Cantabria,www.unican.es
5198,Universidad de Carabobo,www.uc.edu.ve
5199,Universidad de Cartagena,www.unicartagena.edu.co
5200,Universidad de Cartago,www.ucapanama.org
5201,Universidad de Cartago Florencio del Castillo,www.uca.ac.cr
5202,Universidad de Castilla La Mancha,www.uclm.es
5203,Universidad de Celaya,www.udec.edu.mx
5204,Universidad de Chiclayo,www.udch.edu.pe
5205,Universidad de Chile,www.uchile.cl
5206,Universidad de Ciego de Avila,www.unica.cu
5207,Universidad de Ciencias Aplicadas y Ambientales (UDCA),www.udca.edu.co
5208,Universidad de Ciencias de la Informatica,www.ucinf.cl
5209,Universidad de Ciencias Empresariales y Sociales,www.uces.edu.ar
5210,Universidad de Ciencias y Artes de Chiapas,www.unicach.edu.mx
5211,Universidad de Ciencias y Humanidades,www.uch.edu.pe
5212,Universidad de Cienfuegos,www.ucf.edu.cu
5213,Universidad de Colima,www.ucol.mx
5214,Universidad de Comunicación Avanzada,www.unica.edu.mx
5215,Universidad de Concepcion,www.udec.cl
5216,Universidad de Concepción del Uruguay,www.ucu.edu.ar
5217,Universidad de Congreso,www.ucongres.edu.ar
5218,Universidad de Córdoba,www.uco.es
5219,Universidad de Córdoba,www.unicordoba.edu.co
5220,Universidad de Costa Rica,www.ucr.ac.cr
5221,Universidad de Cuautitlan Izcalli,www.udeci.edu.mx
5222,Universidad de Cuenca,www.ucuenca.edu.ec
5223,Universidad de Deusto,www.deusto.es
5224,Universidad de El Salvador,www.ues.edu.sv
5225,Universidad de Especialidades del Espíritu Santo,www.uees.edu.ec
5226,Universidad de Especialidades Turísticas ,www.uct.edu.ec
5227,Universidad de Extremadura,www.unex.es
5228,Universidad de Flores - Buenos Aires,www.uflo.edu.ar
5229,Universidad de Gerona,www.udg.es
5230,Universidad de Granada,www.ugr.es
5231,Universidad de Granma,www.udg.co.cu
5232,Universidad de Guadalajara,www.udg.mx
5233,Universidad de Guanajuato,www.ugto.mx
5234,"Universidad de Guanajuato, Campus León",www.campusleon.ugto.mx
5235,Universidad de Guayaquil,www.ug.edu.ec
5236,Universidad de Hermosillo,www.udeh.edu.mx
5237,Universidad de Holguín,www.uho.edu.cu
5238,Universidad de Huánuco,www.udh.edu.pe
5239,Universidad de Huelva,www.uhu.es
5240,Universidad de Iberoamérica,www.unibe.ac.cr
5241,Universidad de Jaén,www.ujaen.es
5242,Universidad de La Amazonia,www.uniamazonia.edu.co
5243,Universidad del Aconcagua,www.uda.edu.ar
5244,Universidad de La Coruña,www.udc.es
5245,Universidad de la Cuenca del Plata,www.ucp.edu.ar
5246,Universidad de la Empresa (UDE),www.ude.edu.uy
5247,Universidad de la Fraternidad de Agrupaciones Santo Tomas de Aquino (FASTA),www.ufasta.edu.ar
5248,Universidad de La Frontera,www.ufro.cl
5249,Universidad de La Guajira,www.uniguajira.edu.co
5250,Universidad de La Habana,www.uh.cu
5251,Universidad de la Integración de las Americas (UNIDAD),www.unida.edu.py
5252,Universidad de La Laguna,www.ull.es
5253,Universidad de la Marina Mercante,www.udemm.edu.ar
5254,Universidad de Lambayeque,www.udl.edu.pe
5255,Universidad de la República,www.universidad.edu.uy
5256,Universidad de La Rioja,www.unirioja.es
5257,Universidad de La Sabana,www.unisabana.edu.co
5258,Universidad de La Salle,www.lasalle.edu.co
5259,Universidad de La Salle,www.ulasalle.ac.cr
5260,"Universidad de La Salle, Bajío",bajio.delasalle.edu.mx
5261,Universidad de las Américas,www.udla.mx
5262,Universidad de Las Américas,www.uamericas.cl
5263,Universidad de las Américas - Puebla,www.udlap.mx
5264,Universidad de las Américas (ULAM),www.ulam.edu.ni
5265,Universidad de La Serena,www.userena.cl
5266,Universidad de la Sierra A.C.,www.usac.edu.mx
5267,Universidad de Las Palmas de Gran Canaria,www.ulpgc.es
5268,Universidad de las Regiones Autónomas de la Costa Caribe Nicaragüense,www.uraccan.edu.ni
5269,Universidad de la Tercera Edad,www.ute.edu.do
5270,Universidad del Atlántico,www.uniatlantico.edu.co
5271,Universidad del Azuay,www.uazuay.edu.ec
5272,Universidad del Bajío,www.ubac.edu.mx
5273,Universidad del Bío-Bío,www.ubiobio.cl
5274,Universidad del Caribe,www.unicaribe.edu.do
5275,Universidad del Cauca,www.ucauca.edu.co
5276,Universidad del Centro de México,www.ucem.edu.mx
5277,Universidad del Centro Educativo Latinoamericano Rosario,www.ucel.edu.ar
5278,Universidad del Cine - Buenos Aires,www.ucine.edu.ar
5279,Universidad del Cono Sur de las Américas,www.ucsa.edu.py
5280,Universidad del Desarrollo,www.udesarrollo.cl
5281,Universidad de León,www.unileon.es
5282,Universidad de León,www.universidaddeleon.edu.mx
5283,Universidad de Lima,www.ulima.edu.pe
5284,Universidad del Istmo,www.udi.edu
5285,Universidad del Istmo,www.unis.edu.gt
5286,Universidad del Magdalena,www.unimagdalena.edu.co
5287,Universidad del Mar,www.udelmar.cl
5288,Universidad del Mar,www.umar.mx
5289,Universidad del Mayab,www.unimayab.edu.mx
5290,Universidad del Museo Social Argentino,www.umsa.edu.ar
5291,Universidad del Noreste,www.une.edu.mx
5292,Universidad del Noroeste,www.uno.mx
5293,Universidad del Norte,www.uninorte.edu.co
5294,Universidad del Norte,www.uninorte.edu.py
5295,Universidad del Norte,www.un.edu.mx
5296,"Universidad del Norte ""Santo Tomás de Aquino""",www.unsta.edu.ar
5297,Universidad de Los Andes,www.uandes.cl
5298,Universidad de Los Andes,www.ula.ve
5299,Universidad de Los Andes,www.uniandes.edu.co
5300,Universidad de Los Lagos,www.ulagos.cl
5301,Universidad de Los Llanos,www.unillanos.edu.co
5302,Universidad del Pacifico,www.up.edu.pe
5303,Universidad del Pacifico,www.upacifico.edu.ec
5304,Universidad del Pacífico,www.upacifico.cl
5305,Universidad del País Vasco,www.ehu.es
5306,Universidad del Quindío,www.uniquindio.edu.co
5307,Universidad del Rosario,www.urosario.edu.co
5308,Universidad del Sagrado Corazon,www.sagrado.edu
5309,Universidad del Salvador,www.salvador.edu.ar
5310,Universidad del Sinú,www.unisinucartagena.edu.co
5311,Universidad del Tepeyac,www.tepeyac.edu.mx
5312,Universidad del Tolima,www.ut.edu.co
5313,Universidad del Turabo,www.ut.pr
5314,Universidad del Turismo,www.utur.ac.cr
5315,Universidad del Valle de Atemajac,www.univa.mx
5316,Universidad del Valle de Guatemala,www.uvg.edu.gt
5317,Universidad del Valle del Bravo,www.uvb.edu.mx
5318,Universidad del Valle del Cauca,www.univalle.edu.co
5319,Universidad del Valle de México,www.uvmnet.edu
5320,Universidad del Valle de Puebla,members.rotfl.com
5321,Universidad del Valle de Toluca,www.uvt.edu.mx
5322,Universidad del Zulia,www.luz.ve
5323,Universidad de Magallanes,www.umag.cl
5324,Universidad de Málaga,www.uma.es
5325,Universidad de Managua (U de M),www.udem.edu.ni
5326,Universidad de Manizales,www.umanizales.edu.co
5327,Universidad de Matanzas Camilo Cienfuegos,www.umcc.cu
5328,Universidad de Medellín,www.udem.edu.co
5329,Universidad de Mendoza,www.um.edu.ar
5330,Universidad de Montemorelos,www.umontemorelos.edu.mx
5331,Universidad de Monterrey,www.udem.edu.mx
5332,Universidad de Montevideo,www.um.edu.uy
5333,Universidad de Morón,www.unimoron.edu.ar
5334,Universidad de Murcia,www.um.es
5335,Universidad de Nariño,www.udenar.edu.co
5336,Universidad de Navarra,www.unav.es
5337,Universidad de Norteamerica,www.un.mx
5338,Universidad de Occidente,www.udo.mx
5339,Universidad de Oriente,www.univo.edu.sv
5340,Universidad de Oriente,www.udo.edu.ve
5341,Universidad de Oriente,www.uo.edu.cu
5342,Universidad de Oviedo,www.uniovi.es
5343,Universidad de Palermo,www.palermo.edu.ar
5344,Universidad de Pamplona,www.unipamplona.edu.co
5345,Universidad de Panamá,www.up.ac.pa
5346,Universidad de Pinar del Río,www.upr.edu.cu
5347,Universidad de Piura,www.udep.edu.pe
5348,Universidad de Playa Ancha de Ciencias de la Educacion,www.upa.cl
5349,Universidad de Puerto Rico,www.upr.clu.edu
5350,"Universidad de Puerto Rico, Aguadilla",www.uprag.edu
5351,"Universidad de Puerto Rico, Arecibo",www.upra.edu
5352,"Universidad de Puerto Rico, Bayamon",www.uprb.edu
5353,"Universidad de Puerto Rico, Carolina",www.uprc.edu
5354,"Universidad de Puerto Rico, Cayey",www.cayey.upr.edu
5355,"Universidad de Puerto Rico, Ciencias Medicas",www.rcm.upr.edu
5356,"Universidad de Puerto Rico, Humacao",cuhwww.upr.clu.edu
5357,"Universidad de Puerto Rico, Mayaguez",www.uprm.edu
5358,"Universidad de Puerto Rico, Ponce",upr-ponce.upr.edu
5359,"Universidad de Puerto Rico, Rio Pedras",www.uprrp.edu
5360,"Universidad de Puerto Rico, Utuado",www.uprutuado.edu
5361,Universidad de Quintana Roo,www.uqroo.mx
5362,Universidad de Salamanca,www.usal.es
5363,Universidad de San Andres,www.usanandres.cl
5364,Universidad de San Andres,www.udesa.edu.ar
5365,Universidad de San Buenaventura,www.usb.edu.co
5366,Universidad de San Buenaventura Medellin,www.usbmed.edu.co
5367,Universidad de San Carlos de Guatemala,www.usac.edu.gt
5368,Universidad de San José,www.universidadsanjosecr.com
5369,Universidad de San Miguel,www.udesanmiguel.edu.mx
5370,Universidad de San Pablo CEU,www.ceu.es
5371,Universidad de San Pedro Sula,www.usps.edu.hn
5372,Universidad de Santiago de Chile,www.usach.cl
5373,Universidad de Santiago de Compostela,www.usc.es
5374,Universidad de Sevilla,www.us.es
5375,Universidad de Sonora,www.uson.mx
5376,Universidad de Sonsonate,www.usonsonate.edu.sv
5377,Universidad de Sucre,www.unisucre.edu.co
5378,Universidad de Talca,www.utalca.cl
5379,Universidad de Tarapacá,www.uta.cl
5380,Universidad de Valencia,www.uv.es
5381,Universidad de Valladolid,www.uva.es
5382,Universidad de Valparaiso,www.uv.cl
5383,Universidad de Vigo,www.uvigo.es
5384,Universidad de Viña del Mar,www.uvm.cl
5385,Universidad de Zaragoza,www.unizar.es
5386,Universidad Diego Portales,www.udp.cl
5387,"Universidad Distral ""Francisco José de Caldas""",www.udistrital.edu.co
5388,Universidad Domingo Savio,www.upds.edu.bo
5389,Universidad Dominicana O&M,www.udoym.edu.do
5390,Universidad Dominico-Americana,www.icda.edu.do
5391,Universidad Don Bosco,www.cdb.edu.sv
5392,Universidad Don Vasco,www.udv.edu.mx
5393,Universidad Dr. Andreas Bello,www.unab.edu.sv
5394,Universidad Dr. Jose Matias Delgado,www.ujmd.edu.sv
5395,Universidad Dr. Rafael Belloso Chacín,www.urbe.edu
5396,Universidade Aberta Lisboa,www.univ-ab.pt
5397,Universidad EAFIT,www.eafit.edu.co
5398,Universidade Atlântica,www.uatla.pt
5399,Universidade Autónoma de Lisboa Luís de Camoes,www.universidade-autonoma.pt
5400,Universidade Bandeirante de São Paulo,www.uniban.br
5401,Universidade Braz Cubas,www.brazcubas.br
5402,Universidade Camilo Castelo Branco,www.unicastelo.br
5403,Universidade Candido Mendes,www.candidomendes.br
5404,Universidade Castelo Branco,www.castelobranco.br
5405,Universidade Católica de Angola,www.ucan.edu
5406,Universidade Católica de Brasília,www.ucb.br
5407,Universidade Católica de Goiás,www.ucg.br
5408,Universidade Católica de Moçambique,www.ucm.ac.mz
5409,Universidade Católica de Pelotas,www.ucpel.tche.br
5410,Universidade Católica de Pernambuco,www.unicap.br
5411,Universidade Católica de Petrópolis,www.ucp.br
5412,Universidade Católica de Salvador,www.ucsal.br
5413,Universidade Católica de Santos,www.unisantos.com.br
5414,Universidade Católica Dom Bosco,www.unibosco.br
5415,Universidade Catolica Portuguesa,www.ucp.pt
5416,Universidade Cidade de São Paulo,www.unicid.br
5417,Universidade Cruzeiro do Sul,www.unicsul.br
5418,Universidade da Amazônia,www.unama.br
5419,Universidade da Beira Interior,www.ubi.pt
5420,Universidade da Madeira,www.uma.pt
5421,Universidade da Região da Campanha,www.urcamp.tche.br
5422,Universidade de Alfenas,www.unifenas.br
5423,Universidade de Aveiro,www.ua.pt
5424,Universidade de Brasília,www.unb.br
5425,Universidade de Caxias do Sul,www.ucs.tche.br
5426,Universidade de Coimbra,www.uc.pt
5427,Universidade de Cruz Alta,www.unicruz.tche.br
5428,Universidade de Evora,www.uevora.pt
5429,Universidade de Fortaleza,www.unifor.br
5430,Universidade de Franca,www.unifran.br
5431,Universidade de Guarulhos,www.ung.br
5432,Universidade de Itaúna,web.prover.com.br
5433,Universidade de Lisboa,www.ul.pt
5434,Universidade de Marília,www.unimar.br
5435,Universidade de Mogi das Cruzes,www.umc.br
5436,Universidade de Nova Iguaçu,www.unig.br
5437,Universidade de Passo Fundo,www.upf.tche.br
5438,Universidade de Pernambuco,www.upe.br
5439,Universidade de Ribeirão Preto,www.unaerp.br
5440,Universidade de Santa Cruz do Sul,www.unisc.br
5441,Universidade de Santo Amaro,www.unisa.br
5442,Universidade de São Paulo,www.usp.br
5443,Universidade de Taubaté,www.unitau.br
5444,Universidade de Tocantins,www.pop-to.rnp.br
5445,Universidade de Tras-os-Montes e Alto Douro,www.utad.pt
5446,Universidade de Uberaba,www.uniube.br
5447,Universidade de Vila Velha,www.uvv.br
5448,Universidade do Algarve,www.ualg.pt
5449,Universidade do Amazonas,www.fua.br
5450,Universidade do Estado da Bahia,www.uneb.br
5451,Universidade do Estado de Santa Catarina,www.udesc.br
5452,Universidade do Estado do Rio de Janeiro,www.uerj.br
5453,Universidade do Estado do Rio Grande do Norte,www.uern.br
5454,Universidade do Extremo Sul Catarinense,www.unesc.rct-sc.br
5455,Universidade do Grande Rio,www.unigranrio.br
5456,Universidade do Minho,www.uminho.pt
5457,Universidade do Oeste de Santa Catarina,www.unoesc.edu.br
5458,Universidade do Oeste Paulista,www.unoeste.br
5459,Universidade do Porto,www.up.pt
5460,Universidade do Rio de Janeiro,www.unirio.br
5461,Universidade do Rio Grande,www.furg.br
5462,Universidade dos Acores,www.uac.pt
5463,Universidade do Sagrado Coração,www.usc.br
5464,Universidade do Sul de Santa Catarina,www.unisul.br
5465,Universidade do Vale do Itajaí,www.univali.rct-sc.br
5466,Universidade Eduardo Mondlane,www.uem.mz
5467,Universidade Estácio de Sá,www.estacio.br
5468,Universidade Estadual da Paraíba,www.uepb.edu.br
5469,Universidade Estadual de Campinas,www.unicamp.br
5470,Universidade Estadual de Feira de Santana,www.uefs.br
5471,Universidade Estadual de Londrina,www.uel.br
5472,Universidade Estadual de Maringá,www.uem.br
5473,Universidade Estadual de Montes Claros,www.unimontes.br
5474,Universidade Estadual de Ponta Grossa,www.uepg.br
5475,Universidade Estadual de Santa Cruz,www.uesc.br
5476,Universidade Estadual do Ceará,www.uece.br
5477,Universidade Estadual do Centro-Oeste,www.unicentro.br
5478,Universidade Estadual do Maranhão,www.uema.br
5479,Universidade Estadual do Norte Fluminense,www.uenf.br
5480,Universidade Estadual do Oeste do Paraná,www.unioeste.br
5481,Universidade Estadual do Piauí,www.uespi.br
5482,Universidade Estadual do Vale do Acaraú,www.uvanet.br
5483,Universidade Estadual Paulista,www.unesp.br
5484,Universidade Estadual Sudoeste da Bahia,www.uesb.br
5485,Universidade Federal da Bahia,www.ufba.br
5486,Universidade Federal da Grande Dourados,www.ufgd.edu.br
5487,Universidade Federal da Paraíba,www.ufpb.br
5488,Universidade Federal de Alagoas,www.ufal.br
5489,Universidade Federal de Campina Grande,www.ufcg.edu.br
5490,Universidade Federal de Goiás,www.ufg.br
5491,Universidade Federal de Juiz de Fora,www.ufjf.br
5492,Universidade Federal de Lavras,www.ufla.br
5493,Universidade Federal de Mato Grosso,www.ufmt.br
5494,Universidade Federal de Mato Grosso do Sul,www.ufms.br
5495,Universidade Federal de Minas Gerais,www.ufmg.br
5496,Universidade Federal de Ouro Preto,www.ufop.br
5497,Universidade Federal de Pelotas,www.ufpel.tche.br
5498,Universidade Federal de Pernambuco,www.ufpe.br
5499,Universidade Federal de Rondônia,www.unir.br
5500,Universidade Federal de Roraima,www.technet.com.br
5501,Universidade Federal de Santa Catarina,www.ufsc.br
5502,Universidade Federal de Santa Maria,www.ufsm.br
5503,Universidade Federal de São Carlos,www.ufscar.br
5504,Universidade Federal de São Paulo,www.epm.br
5505,Universidade Federal de Sergipe,www.ufs.br
5506,Universidade Federal de Uberlândia,www.ufu.br
5507,Universidade Federal de Viçosa,www.ufv.br
5508,Universidade Federal do ABC,www.ufabc.edu.br
5509,Universidade Federal do Acre,www.ufac.br
5510,Universidade Federal do Amapá,www.unifap.br
5511,Universidade Federal do Ceará,www.ufc.br
5512,Universidade Federal do Espírito Santo,www.ufes.br
5513,Universidade Federal do Maranhão,www.ufma.br
5514,Universidade Federal do Pará,www.ufpa.br
5515,Universidade Federal do Paraná,www.ufpr.br
5516,Universidade Federal do Piauí,www.ufpi.br
5517,Universidade Federal do Rio de Janeiro,www.ufrj.br
5518,Universidade Federal do Rio Grande do Norte,www.ufrn.br
5519,Universidade Federal do Rio Grande do Sul,www.ufrgs.br
5520,Universidade Federal do Vale do São Francisco,www.univasf.edu.br
5521,Universidade Federal Fluminense,www.uff.br
5522,Universidade Federal Rural de Pernambuco,www.ufrpe.br
5523,Universidade Federal Rural do Rio de Janeiro,www.ufrrj.br
5524,Universidade Federal Rural do Semi-Árido,www.ufersa.edu.br
5525,Universidade Fernando Pessoa,www.ufp.pt
5526,Universidade Gama Filho,www.ugf.br
5527,Universidade Gregorio Semedo,www.ugs.ed.ao
5528,Universidade Ibirapuera,www.unib.br
5529,Universidade Independente,www.uni.pt
5530,Universidade Independente de Angola,www.unia.ao
5531,Universidade Internacional Lisboa,www.uinternacional.pt
5532,Universidade Jean Piaget de Cabo Verde,cv.unipiaget.org
5533,Universidad El Bosque,www.unbosque.edu.co
5534,Universidade Lusiada,www.ulusiada.pt
5535,Universidade Lusíada de Angola,www.ulangola.net
5536,Universidade Lusófona de Humanidades e Technologias,www.ulusofona.pt
5537,Universidade Luterana do Brasil,www.ulbra.br
5538,Universidade Mackenzie,www.mackenzie.br
5539,Universidade Metodista de Angola,www.uma.co.ao
5540,Universidade Metodista de Piracicaba,www.unimep.br
5541,Universidade Metropolitana de Angola,www.unimetroangola.com
5542,Universidade Metropolitana de Santos,www.unimes.com.br
5543,Universidade Moderna de Lisboa,www.umoderna.pt
5544,Universidad Empresarial,www.unem.edu
5545,Universidad Empresarial Mateo Kuljis,www.unikuljis.edu.bo
5546,Universidad Empresarial Siglio 21,www.uesiglo21.edu.ar
5547,Universidade Nova de Lisboa,www.unl.pt
5548,Universidade para o Desenvolvimento do Alto Vale do Itajaí,www.unidavi.rct-sc.br
5549,Universidade Paulista,www.unip-objetivo.br
5550,Universidade Portucalense Infante D. Henrique,www.uportu.pt
5551,Universidade Potiguar,www.unp.br
5552,Universidade Regional de Blumenau,www.furb.rct-sc.br
5553,Universidade Regional do Cariri,www.urca.br
5554,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,www.unijui.tche.br
5555,Universidade Regional Integrada do Alto Uruguai e das Missões,www.uri.br
5556,Universidade Salgado de Oliveira,www.universo.br
5557,Universidade Salvador,www.unifacs.br
5558,Universidade Santa Cecília dos Bandeirantes,www.stcecilia.br
5559,Universidade Santa Úrsula,www.usu.br
5560,Universidade São Francisco,www.usf.br
5561,Universidade São Judas Tadeu,www.saojudas.br
5562,Universidade São Marcos,www.smarcos.br
5563,Universidad España de Durango,www.unes.edu.mx
5564,Universidad Especializada de Las Americas,www.udelas.ac.pa
5565,Universidad Estatal a Distancia,www.uned.ac.cr
5566,Universidad Estatal de Bolívar,www.ueb.isfun.net
5567,Universidade Tecnica de Angola,www.utanga.co.ao
5568,Universidade Tecnica de Lisboa,www.utl.pt
5569,Universidade Tiradentes,www.unit.br
5570,Universidad Eugenio Maria de Hostos,www.uniremhos.edu.do
5571,Universidad Europea de Madrid,www.uem.es
5572,Universidade Vale do Paraiba,www.univap.br
5573,Universidade Vale do Rio Doce,www.univale.br
5574,Universidade Vale do Rio dos Sinos,www.unisinos.br
5575,Universidad Evangélica de El Salvador,www.uees.edu.sv
5576,Universidade Veiga de Almeida,www.uva.br
5577,Universidad Experimental Felix Adam,www.unefa.edu.do
5578,Universidad Externado de Colombia,www.uexternado.edu.co
5579,Universidad Federico Henríquez y Carvajal,www.ufhec.edu.do
5580,Universidad Femenina del Sagrado Corazón,www.unife.edu.pe
5581,Universidad Fermin Toro,www.uft.edu.ve
5582,Universidad Fidélitas,www.ufidelitas.ac.cr
5583,Universidad Finis Terrae,www.ufinis.cl
5584,Universidad Franciscana de México,www.ufm.edu.mx
5585,Universidad Francisco de Aguirre,www.unfa.cl
5586,Universidad Francisco de Paula Santander,www.ufps.edu.co
5587,Universidad Francisco de Vitoria,www.ufv.es
5588,Universidad Francisco Gavidia,www.ufg.edu.sv
5589,Universidad Francisco Marroquín,www.ufm.edu.gt
5590,Universidad Franco-Mexicana,www.ufram.edu.mx
5591,Universidad Fray Luca Paccioli,www.frayluca.edu.mx
5592,Universidad Fundepos Alma Mater,www.fundepos.ac.cr
5593,Universidad Gabriela Mistral,www.ugm.cl
5594,Universidad Galileo,www.galileo.edu
5595,Universidad Gran Mariscal de Ayacucho,www.ugma.edu.ve
5596,Universidad Hispanoamericana,www.uhispanoamericana.ac.cr
5597,Universidad Hispanoamericana,hispano.edu.mx
5598,Universidad Hispanoamericana,www.uhispam.edu.ni
5599,Universidad Iberoamericana,www.uia.mx
5600,Universidad Iberoamericana,www.unibe.edu.do
5601,"Universidad Iberoamericana, Campus León",www.leon.uia.mx
5602,Universidad Iberoamericana de Ciencias y Tecnologia,www.unicit.cl
5603,Universidad Iberoamericana de Ciencia y Tecnologia,www.unicit.edu.ni
5604,Universidad Iberoamericana Puebla,www.iberopuebla.mx
5605,Universidad ICESI,www.icesi.edu.co
5606,Universidad INCCA de Colombia,www.unincca.edu.co
5607,Universidad Industrial de Santander,www.uis.edu.co
5608,Universidad Insurgentes Plantel León,www.uileon.edu.mx
5609,Universidad Interamericana,www.unica.edu.do
5610,Universidad Interamericana de Educacion a Distancia de Panama,www.uniedpa.com
5611,Universidad Interamericana de Puerto Rico,www.inter.edu
5612,"Universidad Interamericana de Puerto Rico, Bayamón",www.bc.inter.edu
5613,"Universidad Interamericana de Puerto Rico, San Germán",www.sg.inter.edu
5614,Universidad Intercontinental,www.uic.edu.mx
5615,Universidad Internacional de Andalucía,www.uia.es
5616,"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",www.uniaam.uia.es
5617,"Universidad Internacional de Andalucía, Sede La Rábida",www.uniara.uia.es
5618,Universidad Internacional de Integración de América Latina,www.unival.edu.ni
5619,Universidad Internacional de las Américas,www.uia.ac.cr
5620,Universidad Internacional del Ecuador,www.internacional.edu.ec
5621,Universidad Internacional Menéndez Pelayo,www.uimp.es
5622,"Universidad Internacional SEK, Quito",www.sek.edu
5623,"Universidad International SEK, Santiago",www.uisek.cl
5624,Universidad Isaac Newton,www.usin.edu.sv
5625,Universidad Isaac Newton,www.isaacnewtoncr.com
5626,Universidad ISALUD,www.isalud.edu.ar
5627,Universidad Itaca,www.i.edu.mx
5628,Universidad José Antonio Páez,www.ujap.edu.ve
5629,Universidad José Cecilio del Valle,www.ujcv.edu.hn
5630,Universidad José Maria Vargas,www.ujmv.edu
5631,Universidad José Santos Ossa,www.ujso.cl
5632,Universidad Jóse Vasconcelos,www.univas.edu.mx
5633,"Universidad ""Juan Agustín Maza""",www.umaza.edu.ar
5635,Universidad Juárez Autónoma de Tabasco,www.ujat.mx
5636,Universidad Juárez del Estado de Durango,www.ujed.mx
5637,Universidad Justo Sierra,www.ujsierra.mx
5638,Universidad Kino,www.unikino.mx
5639,Universidad la Concordia,www.universidadlaconcordia.edu.mx
5640,Universidad La Gran Colombia,www.ugrancolombia.edu.co
5641,"Universidad Laica ""Eloy Alfaro"" de Manabi",www.uleam.edu.ec
5642,"Universidad Laica ""Vicente Rocafuerte"" de Guayaquil",www.ulaicavr.com
5643,Universidad La Republica,www.ulare.cl
5644,Universidad La Salle,www.ulsa.edu.mx
5645,Universidad La Salle Cuernavaca,www.ulsac.edu.mx
5646,Universidad Lasallista Benavente,www.ulsab.edu.mx
5647,Universidad Latina,www.unla.edu.mx
5648,Universidad Latina de Costa Rica,www.ulatina.ac.cr
5649,Universidad Latina de Panamá,www.ulat.ac.pa
5650,Universidad Latinoamericana,www.ula.edu.mx
5651,Universidad Latinoamericana de Ciencia y Tecnología,www.ulacit.ac.cr
5652,"Universidad Latinoamericana de Ciencia y Tecnologia, Panamá",www.ulacit.ac.pa
5653,Universidad Libre de Colombia,www.unilibre.edu.co
5654,Universidad Libre de Costa Rica,www.ulicori.ac.cr
5655,Universidad Los Andes,www.udelosandes.edu.bo
5656,Universidad Los Angeles de Chimbote,www.uladech.edu.pe
5657,Universidad Luterana Salvadorena,www.netcomsa.com
5658,Universidad Madero,www.umad.edu.mx
5659,Universidad Maimónides,www.maimonides.edu.ar
5660,Universidad Marcelino Champagnat,www.champagnat.edu.pe
5661,Universidad Mariana,www.umariana.edu.co
5662,Universidad Mariano Egaña,www.ume.cl
5663,Universidad Mariano Gálvez,www.umg.edu.gt
5664,Universidad Maritima de Chile,www.umaritima.cl
5665,Universidad Mayor,www.umayor.cl
5666,Universidad Mayor de San Andrés,www.umsanet.edu.bo
5667,Universidad Mayor de San Simón,www.umss.edu.bo
5668,Universidad Mesoamericana de San Agustín,www.umsa.edu.mx
5670,Universidad Metropolitana,www.unimet.edu.ve
5671,Universidad Metropolitana,www.unimetro.edu.co
5672,Universidad Metropolitana Castro Carazo,www.umca.net
5673,Universidad Metropolitana de Asunción,www.uma.edu.py
5674,Universidad Metropolitana de Ciencias de la Educación,www.umce.cl
5675,Universidad Metropolitana de Honduras,www.unimetro.edu.hn
5676,Universidad Metropolitana de Monterrey,www.umm.edu.mx
5677,Universidad Metropolitana Latin Campus,www.umla.edu.mx
5678,Universidad Mexicana,www.unimex.edu.mx
5679,Universidad Mexicana del Noreste,www.umne.edu.mx
5680,Universidad México Americana del Norte,www.uman.edu.mx
5681,Universidad México Internacional,www.umi.edu.mx
5682,Universidad Michoacana de San Nicolás de Hidalgo,www.umich.mx
5683,Universidad Miguel de Cervantes,www.ucervantes.cl
5684,Universidad Miguel Hernández de Elche,www.umh.es
5685,Universidad Militar Nueva Granada,www.umng.edu.co
5686,Universidad Modular Abierta,www.uma.edu.sv
5687,Universidad Monsenor Oscar Arnulfo Romeo,www.umoar.edu.sv
